,index,year,month,day,publishedAt,headline,summary,source,url,API
145,72,2025,1,8,2025-01-08 00:00:00,Porsche reprend la meilleure idée de Tesla pour ses batteries de voitures électriques,"Quelques semaines après sa montée au capital au sein de l'entreprise Varta, Porsche va désormais bénéficier de cellules cylindriques pour ses futures voitures électriques et hybrides. Voici ce que cela va changer concrètement.",Frandroid,https://www.frandroid.com/marques/porsche/2463872_porsche-reprend-la-meilleure-idee-de-tesla-pour-ses-batteries-de-voitures-electriques,api_news_org
146,81,2025,1,8,2025-01-08 00:00:00,"Tesla trébuche, mais reste numéro 1 mondial de la voiture électrique avec un écart infime sur BYD","Avec plus de 1,7 million de voitures électriques vendues en 2024, Tesla conserve sa place de leader mondial. Mais si la firme américaine dépasse toujours son rival chinois BYD, elle affiche pour la première fois de son histoire des ventes en baisse par rappor…",Frandroid,https://www.frandroid.com/marques/tesla/2462910_tesla-trebuche-mais-reste-numero-1-mondial-de-la-voiture-electrique-avec-un-ecart-infime-sur-byd,api_news_org
147,80,2025,1,8,2025-01-08 00:00:00,Skoda améliore sa voiture électrique rivale du Tesla Model Y et tutoie désormais les 600 km d’autonomie,"Cinq ans après son lancement, le Skoda Enyaq se refait une petite beauté. Face à une concurrence de plus en plus rude, y compris en interne, cette voiture électrique soigne son look et son aérodynamisme, de quoi venir titiller les 600 km d'autonomie. Voici ce…",Frandroid,https://www.frandroid.com/marques/skoda/2461240_skoda-met-a-jour-sa-voiture-electrique-rivale-du-tesla-model-y-et-tutoie-les-600-km-dautonomie,api_news_org
148,61,2025,1,7,2025-01-07 00:00:00,Elon Musk: Wie lange geht das für Tesla noch gut?,Elon Musk konzentriert sich derzeit auf die Politik. Bei Tesla setzt er allein auf Zukunftsversprechen. Nun mehren sich die Anzeichen einer Krise.,Die Zeit,https://www.zeit.de/mobilitaet/2025-01/elon-musk-tesla-unternehmen-zukunft-krise-robotaxi,api_news_org
149,12,2025,1,7,2025-01-07 00:00:00,"Automakers to pool CO2 emissions with Tesla, Polestar to meet EU 2025 rules",,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8c8801c6-5190-4a32-a759-2ddeb134aee2,api_news_org
150,29,2025,1,7,2025-01-07 00:00:00,This Slim Little Battery I Saw at CES 2025 Is Like a Tesla Powerwall for Your Fridge,"You don't need an electrician to install BioLite's backup battery system, which can keep at least a few of your appliances on when the power goes out -- like your refrigerator.",CNET,https://www.cnet.com/home/energy-and-utilities/this-slim-little-battery-i-saw-at-ces-2025-is-like-a-tesla-powerwall-for-your-fridge/,api_news_org
151,40,2025,1,7,2025-01-07 00:00:00,Les batteries des premiers Cybertruck discrètement remplacées par Tesla ?,"Contactés par Tesla pour des ""problèmes mineurs"" à régler sur leur Cybertruck, certains propriétaires ont finalement vu la batterie de leur pick-up être remplacée par le constructeur.",Presse-citron,https://www.presse-citron.net/les-batteries-des-premiers-cybertruck-discretement-remplacees-par-tesla/,api_news_org
152,50,2025,1,7,2025-01-07 00:00:00,Tesla Full Self Driving Computer Failures Are Bricking Cars And Disabling Features,"The computer that enables Tesla to claim that its vehicles have “full-self driving” capability is having some pretty serious issues right now. The computers are failing, and it’s nearly bricking some owner’s Tesla’s. Read more...",Jalopnik,https://jalopnik.com/tesla-full-self-driving-computer-failures-are-bricking-1851734447,api_news_org
153,0,2025,1,7,2025-01-07 00:00:00,[Removed],[Removed],[Removed],https://removed.com,api_news_org
154,82,2025,1,7,2025-01-07 00:00:00,"BYD a cartonné sur la voiture électrique en 2024, et est à deux doigts de dépasser Tesla","Avec 1 764 992 voitures électriques vendues dans le monde en 2024, BYD a fait largement mieux qu'en 2023. Porté par son marché intérieur, le constructeur chinois n'est désormais qu'à quelques milliers d'exemplaires de dépasser Tesla.",Frandroid,https://www.frandroid.com/marques/byd/2460862_byd-a-cartonne-sur-la-voiture-electrique-en-2024-et-est-a-deux-doigts-de-depasser-tesla,api_news_org
155,88,2025,1,7,2025-01-07 00:00:00,Tesla is being investigated by the feds over its A.S.S. technology,"The National Highway Transportation Safety Administration (NHTSA) has opened a new investigation into Elon Musk’s Tesla (TSLA), this time over its Actually Smart Summon (A.S.S.)Read more...",Quartz India,https://qz.com/tesla-probe-nhtsa-actually-smart-summon-elon-musk-ev-1851734565,api_news_org
156,6,2025,1,6,2025-01-06 11:51:22,This Is The Average Stock Market Return Over 60 Years,This Is The Average Stock Market Return Over 60 Years,DowJones,https://finnhub.io/api/news?id=367e0bb4b82b5729d86d219a09887a4c8948862a5d19506d95f3ea9362a41c1f,finnhub_news
157,39,2025,1,6,2025-01-06 00:00:00,Les futures Tesla équipées des mêmes batteries que chez… BMW ?,"Le chinois EVE Energy, déjà associé de BMW, aurait récemment signé un accord avec un ""client américain"".",Presse-citron,https://www.presse-citron.net/les-futures-tesla-equipees-des-memes-batteries-que-chez-bmw/,api_news_org
158,15,2025,1,6,2025-01-06 00:00:00,"Ford, Tesla, GEM among nearly 400,000 vehicles recalled: Check car recalls here",,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3cc7c797-f9bb-4444-bae2-3a036aeff25c,api_news_org
159,20,2025,1,6,2025-01-06 00:00:00,No hace falta esperar al Tesla Bot: este aspirador de Roborock incluye un brazo robótico para limpiar y manipular objetos,"Estamos en enero de 2025, y eso significa que es hora de vivir en primera persona el CES 2025, la feria tecnológica que suele ser el epicentro de muchas innovaciones curiosas. No todo es ordenadores, televisores y coches. El hogar inteligente también es prota…",Xataka.com,https://www.xataka.com/domotica-1/no-hace-falta-esperar-al-tesla-bot-este-aspirador-roborock-incluye-brazo-robotico-para-limpiar-manipular-objetos,api_news_org
160,37,2025,1,5,2025-01-05 00:00:00,Tesla : coup de frein après des années à fond les manettes,"Pour la première fois depuis plus d’une décennie, le constructeur de voitures électriques doit composer avec une baisse de ses ventes.",Journal du geek,https://www.journaldugeek.com/2025/01/05/tesla-coup-de-frein-apres-des-annees-a-fond-les-manettes/,api_news_org
161,67,2025,1,5,2025-01-05 00:00:00,La fin d’une ère dorée pour Tesla,"2024, l'année de la première baisse des ventes, avec une concurrence toujours plus acharnée et un CEO plus clivant que jamais. Est-ce que 2025 marquera un tournant pour Tesla ? Je me permets d’en douter. Voici pourquoi.",Frandroid,https://www.frandroid.com/marques/tesla/2457606_la-fin-dune-ere-doree-pour-tesla,api_news_org
162,64,2025,1,5,2025-01-05 00:00:00,El gran desacoplamiento: el vehículo eléctrico y las ventas de Tesla,"Las noticias sobre la caída en ventas de Tesla, la primera vez que la marca reporta un descenso de las ventas anuales frente al año anterior, han querido ser interpretadas por muchos como un supuesto punto de inflexión en el crecimiento del vehículo eléctrico…",Enriquedans.com,https://www.enriquedans.com/2025/01/el-gran-desacoplamiento-el-vehiculo-electrico-y-las-ventas-de-tesla.html,api_news_org
163,99,2025,1,4,2025-01-04 00:00:00,"BYD ne s'est jamais aussi bien portée. En 2025, Tesla va devoir faire très attention !",Le constructeur automobile chinois a vécu une année 2024 exceptionnelle. Au point de mettre maintenant Tesla sous pression.,Clubic,https://www.clubic.com/actualite-548927-byd-ne-s-est-jamais-aussi-bien-portee-en-2025-tesla-va-devoir-faire-tres-attention.html,api_news_org
164,92,2025,1,4,2025-01-04 00:00:00,"Explosion d’une Tesla à Las Vegas : Matthew Livelsberger souffrait de «stress post-traumatique», selon les autorités","Les premières analyses du téléphone du trentenaire qui s’est suicidé avant de faire exploser son véhicule le 1er janvier devant l’hôtel Trump révèlent un profil traumatisé par ses actions militaires, aux motivations encore confuses.",Libération,https://www.liberation.fr/international/amerique/explosion-dune-tesla-a-las-vegas-matthew-livelsberger-souffrait-de-stress-post-traumatique-selon-les-autorites-20250104_7XFLWLGA2NEKXIJPO3XG5ZWU7E/,api_news_org
165,1,2025,1,4,2025-01-04 00:00:00,"Tesla May Be in a Sales Slump, but EVs Are Doing OK Overall",Purchase data shows that electric vehicle sales are growing globally. But the question remains: How fast?,Wired,https://www.wired.com/story/tesla-may-be-in-a-sales-slump-but-evs-overall-are-doing-ok/,api_news_org
166,26,2025,1,4,2025-01-04 00:00:00,'I feel like Batman': What Tesla driver texted his ex-girlfriend before explosion outside Trump Hotel,,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7a9bf81f-304b-4305-a46e-85a155989d42,api_news_org
167,18,2025,1,4,2025-01-04 00:00:00,PR experts say Elon Musk’s handling of the Tesla Cybertruck explosion in Las Vegas was a masterclass,Las Vegas Sheriff Kevin McMahill thanked Musk Wednesday for providing the authorities with information to aid the investigation.,Yahoo Entertainment,https://www.yahoo.com/news/pr-experts-elon-musk-handling-130300393.html,api_news_org
168,91,2025,1,3,2025-01-03 00:00:00,Trotz Rekordquartal: Tesla verkauft 2024 weniger Autos – worauf Musk hofft,Für Tesla ging es lange nur aufwärts. Doch die Abkühlung im Geschäft mit Elektroautos trifft auch den Marktführer mit einem Absatzrückgang im vergangenen Jahr. Tesla hat 2024 den ersten Rückgang der Auslieferungen seiner Elektroautos seit mehr als einem Jahrz…,T3n,https://t3n.de/news/?p=1666216,api_news_org
169,5,2025,1,3,2025-01-03 00:00:00,"Tesla could see 40% of its profits evaporate when Trump takes office, JPMorgan warns","Despite the Musk-Trump bromance, Tesla is facing a tough year after disappointing 2024 sales numbers.",Business Insider,https://www.businessinsider.com/tesla-profit-could-shrink-under-trump-policies-jpmorgan-2025-1,api_news_org
170,95,2025,1,3,2025-01-03 00:00:00,"Altro che Tesla: le auto più vendute in Italia sono Panda e Dacia, e non certo elettriche!","Quali sono le auto più vendute in Italia nel 2024? Scopriamo la classifica per categoria e in assoluto, che spinge a considerazioni sulla transizione elettrica
L'articolo Altro che Tesla: le auto più vendute in Italia sono Panda e Dacia, e non certo elettric…",Smartworld.it,https://www.smartworld.it/news/classifica-auto-piu-vendute-italia-2024.html,api_news_org
171,65,2025,1,3,2025-01-03 00:00:00,Toter im Tesla-Truck hatte Kopfschusswunde,Im Fall des in Las Vegas explodierten Tesla-Elektroautos werden immer mehr Details bekannt. Die Ermittler entdeckten bei der Leiche im Fahrzeug eine Schussverletzung am Kopf. Der Mann war offenbar US-Soldat.,tagesschau.de,https://www.tagesschau.de/ausland/amerika/tesla-lasvegas-explosion-100.html,api_news_org
172,22,2025,1,3,2025-01-03 00:00:00,BYD no ha superado a Tesla en 2024 pero su objetivo es mucho más ambicioso: ser el quinto fabricante del mundo,"Hemos cerrado 2024 con una batalla encarnizada en el mercado del coche eléctrico. Como en la subida a un puerto mítico del Tour de Francia, hemos visto a BYD y Tesla darse ""palos"" para soltar al rival y hacerse con el premio al fabricante con más coches eléct…",Xataka.com,https://www.xataka.com/movilidad/byd-no-ha-superado-a-tesla-2024-su-objetivo-mucho-ambicioso-ser-quinto-fabricante-mundo,api_news_org
173,68,2025,1,3,2025-01-03 00:00:00,La nouvelle Tesla Model Y restylée roule déjà en Europe,"Attendue sous peu, la nouvelle Tesla Model Y restylée a récemment été aperçue sur les routes d’Europe. La voiture électrique américaine devrait démarrer sa production dès ce mois de janvier en Chine, mais sa date d’arrivée chez nous n’a pas été annoncée.",Frandroid,https://www.frandroid.com/marques/tesla/2455988_la-nouvelle-tesla-model-y-restylee-roule-deja-en-europe,api_news_org
174,49,2025,1,3,2025-01-03 00:00:00,"Tesla Recalled Over 5 Million Cars Last Year, More Than Any Other Automaker in The U.S.","Tesla had quite an eventful 2024. Its radical (bad) Cybertruck had its first full year on sale, which resulted in a seemingly endless supply of hilarious and innovative new ways to break and fail. Its CEO Elon Musk made political waves, and the company unveil…",Jalopnik,https://jalopnik.com/tesla-recalled-over-5-million-cars-last-year-more-than-1851731700,api_news_org
175,86,2025,1,3,2025-01-03 00:00:00,В США назвали возможный мотив подрыва Tesla Cybertruck у отеля Трампа,Мотивом подрыва Tesla Cybertruck у отеля новоизбранного президента США Дональда Трампа могло стать расставание подозреваемого с женой. Об этом пишет New York Post (NYP) со ссылкой на осведомленные о процессе расследования источники,Lenta,https://lenta.ru/news/2025/01/03/v-ssha-nazvali-vozmozhnyy-motiv-podryva-tesla-cybertruck-u-otelya-trampa/,api_news_org
176,56,2025,1,3,2025-01-03 00:00:00,Le Cybertruck n’a pas suffi : Tesla fait face à une baisse de ses ventes,"Malgré la sortie du Cybertruck, Tesla a vu ses ventes de véhicules électriques chuter, pour la première fois, en 2024.",Presse-citron,https://www.presse-citron.net/le-cybertruck-na-pas-suffi-tesla-fait-face-a-une-baisse-de-ses-ventes/,api_news_org
177,90,2025,1,3,2025-01-03 00:00:00,Decorated US soldier identified as Trump Hotel Tesla explosion driver,Investigators say an active US Special Forces member was responsible for Tesla Cybertruck explosion at Trump Hotel.,Al Jazeera English,https://www.aljazeera.com/program/newsfeed/2025/1/3/decorated-us-soldier-identified-as-trump-hotel-tesla-explosion-driver,api_news_org
