,Date,Year,Month,Day,Open,High,Low,Close,Volume,Dividends,Stock Splits
35,2020-08-31 00:00:00-04:00,2020,8,31,218.0111720750018,219.64385193055338,215.42768932110053,216.59938049316406,28774200,0.0,0.0
36,2020-09-01 00:00:00-04:00,2020,9,1,216.5801610879219,218.44334254996568,215.54292559396254,218.27047729492188,25725500,0.0,0.0
37,2020-09-02 00:00:00-04:00,2020,9,2,218.9427344651928,223.63909728560728,218.34729021557558,222.4770050048828,34080800,0.0,0.0
38,2020-09-03 00:00:00-04:00,2020,9,3,220.19129093318827,220.22970055127237,206.44794563306343,208.69528198242188,58400300,0.0,0.0
39,2020-09-04 00:00:00-04:00,2020,9,4,206.58238418606985,209.71328803798121,197.06480108183683,205.7660369873047,59664100,0.0,0.0
40,2020-09-08 00:00:00-04:00,2020,9,8,198.32294873345126,201.71316552248584,194.19321854077597,194.635009765625,52924300,0.0,0.0
41,2020-09-09 00:00:00-04:00,2020,9,9,199.3793936773701,206.3326924284308,198.5150233767593,202.9232635498047,45679000,0.0,0.0
42,2020-09-10 00:00:00-04:00,2020,9,10,204.94972624563192,206.23667571967312,196.0276004945869,197.23770141601562,35461500,0.0,0.0
43,2020-09-11 00:00:00-04:00,2020,9,11,198.99521605660559,200.36859801651732,193.27123051236325,195.95074462890625,33620100,0.0,0.0
44,2020-09-14 00:00:00-04:00,2020,9,14,196.1524244365995,200.91600807805682,195.95073365631603,197.27609252929688,30375800,0.0,0.0
45,2020-09-15 00:00:00-04:00,2020,9,15,200.16691959839233,201.4730664903299,198.7359157965903,200.51266479492188,21823900,0.0,0.0
46,2020-09-16 00:00:00-04:00,2020,9,16,202.27975704572395,202.30856791804624,196.53656024131783,196.93032836914062,26328100,0.0,0.0
47,2020-09-17 00:00:00-04:00,2020,9,17,192.12831231186047,196.2388293306999,192.04187969876673,194.87506103515625,34011300,0.0,0.0
48,2020-09-18 00:00:00-04:00,2020,9,18,194.7694511786119,195.58578376166412,188.47881764601027,192.4548797607422,55225300,0.0,0.0
49,2020-09-21 00:00:00-04:00,2020,9,21,189.38163451990854,194.68305659370847,188.603711401574,194.519775390625,39839700,0.0,0.0
50,2020-09-22 00:00:00-04:00,2020,9,22,196.93993375550366,199.85956258892355,194.07794132323744,199.20648193359375,33517100,0.0,0.0
51,2020-09-23 00:00:00-04:00,2020,9,23,199.6674908934274,199.85958294103887,192.1091348351066,192.64695739746094,30803800,0.0,0.0
52,2020-09-24 00:00:00-04:00,2020,9,24,191.93627447628725,197.4297730540802,191.312004614749,195.14401245117188,31202500,0.0,0.0
53,2020-09-25 00:00:00-04:00,2020,9,25,195.48974878566517,200.76234419545656,194.51973378987617,199.59066772460938,29437300,0.0,0.0
54,2020-09-28 00:00:00-04:00,2020,9,28,202.52949555123575,204.15257661161684,199.82115598560364,201.14651489257812,32004900,0.0,0.0
55,2020-09-29 00:00:00-04:00,2020,9,29,201.06010719002484,201.75159760507617,198.62067859954726,199.0528564453125,24221900,0.0,0.0
56,2020-09-30 00:00:00-04:00,2020,9,30,199.50426171522722,203.58596936327348,198.3613812290433,202.00131225585938,33829100,0.0,0.0
57,2020-10-01 00:00:00-04:00,2020,10,1,205.03613320542445,205.51633398281396,202.95206359010166,204.0469207763672,27158400,0.0,0.0
58,2020-10-02 00:00:00-04:00,2020,10,2,199.76354745713493,202.6351537274752,197.40095289977685,198.0252227783203,33154800,0.0,0.0
59,2020-10-05 00:00:00-04:00,2020,10,5,199.01444348604974,202.07812728517993,198.78394180004324,202.04931640625,21331600,0.0,0.0
60,2020-10-06 00:00:00-04:00,2020,10,6,200.55105864789076,201.8571906871355,196.70945244898837,197.75628662109375,28554300,0.0,0.0
61,2020-10-07 00:00:00-04:00,2020,10,7,198.86074075676342,201.78996838805088,198.53420774988274,201.52105712890625,25681100,0.0,0.0
62,2020-10-08 00:00:00-04:00,2020,10,8,202.17414363529622,202.82722436981922,200.07087635691752,202.2413787841797,19925800,0.0,0.0
63,2020-10-09 00:00:00-04:00,2020,10,9,202.86564081583657,207.31230524101485,202.86564081583657,207.2642822265625,26458000,0.0,0.0
64,2020-10-12 00:00:00-04:00,2020,10,12,210.1262854993607,214.99552924534586,208.22469420040088,212.6329345703125,40461400,0.0,0.0
65,2020-10-13 00:00:00-04:00,2020,10,13,213.9006090823553,216.29201393457785,211.70128158649564,214.03506469726562,28950800,0.0,0.0
66,2020-10-14 00:00:00-04:00,2020,10,14,214.1695316679288,215.34122265480005,210.45278260153768,212.11427307128906,23421700,0.0,0.0
67,2020-10-15 00:00:00-04:00,2020,10,15,208.50318163632085,211.63408540270825,207.45633281301943,210.96180725097656,22733100,0.0,0.0
68,2020-10-16 00:00:00-04:00,2020,10,16,211.43239462990644,213.48765335352311,210.6352742422161,210.96180725097656,26057900,0.0,0.0
69,2020-10-19 00:00:00-04:00,2020,10,19,211.6917309808641,213.49729078125034,205.25704282497009,205.73724365234375,27625800,0.0,0.0
70,2020-10-20 00:00:00-04:00,2020,10,20,207.25467820553234,208.76250116987134,204.65198329601157,206.15020751953125,22753500,0.0,0.0
71,2020-10-21 00:00:00-04:00,2020,10,21,204.68079858489867,208.33032785047115,204.68079858489867,206.29428100585938,22724900,0.0,0.0
72,2020-10-22 00:00:00-04:00,2020,10,22,205.45872995999608,207.50439028353233,203.3170382585862,206.38072204589844,22351500,0.0,0.0
73,2020-10-23 00:00:00-04:00,2020,10,23,206.51518442025505,207.71568659200213,204.719237860783,207.66766357421875,18879600,0.0,0.0
74,2020-10-26 00:00:00-04:00,2020,10,26,205.38188756074356,207.773278160453,199.85957837314115,201.76116943359375,37111600,0.0,0.0
75,2020-10-27 00:00:00-04:00,2020,10,27,203.21137857142563,206.169417367795,202.0012777861424,204.80564880371094,36700300,0.0,0.0
76,2020-10-28 00:00:00-04:00,2020,10,28,199.44659934305423,200.57026746118032,194.09717002917722,194.65419006347656,51195600,0.0,0.0
77,2020-10-29 00:00:00-04:00,2020,10,29,195.9891786053807,199.1488936963982,195.31688570321097,196.61343383789062,31432600,0.0,0.0
78,2020-10-30 00:00:00-04:00,2020,10,30,195.44174246823854,196.20045334971277,191.71537924916166,194.45252990722656,36953700,0.0,0.0
79,2020-11-02 00:00:00-05:00,2020,11,2,196.2004176902149,197.15122045911184,192.1955451589961,194.3180389404297,30842200,0.0,0.0
80,2020-11-03 00:00:00-05:00,2020,11,3,195.81626288712982,199.8787571628411,195.07674962266472,198.25567626953125,27512000,0.0,0.0
81,2020-11-04 00:00:00-05:00,2020,11,4,205.5451571893595,209.6748870535973,204.0085087476915,207.82130432128906,42311800,0.0,0.0
82,2020-11-05 00:00:00-05:00,2020,11,5,213.24755712532675,215.24519413983083,212.39280031833573,214.44805908203125,36080100,0.0,0.0
83,2020-11-06 00:00:00-05:00,2020,11,6,213.45887580060662,215.4757252251983,209.3963807274589,214.86106872558594,25231900,0.0,0.0
84,2020-11-09 00:00:00-05:00,2020,11,9,215.5525596748849,219.08683089312086,209.25232687398287,209.74212646484375,44395000,0.0,0.0
85,2020-11-10 00:00:00-05:00,2020,11,10,206.00614961539188,207.92695287520905,201.4154309967941,202.6543426513672,44045100,0.0,0.0
86,2020-11-11 00:00:00-05:00,2020,11,11,203.97968632855515,209.40594926972497,203.79720768779484,207.97496032714844,29440800,0.0,0.0
87,2020-11-12 00:00:00-05:00,2020,11,12,208.60885058483515,210.43360787323175,205.96774602530164,206.908935546875,21593900,0.0,0.0
88,2020-11-13 00:00:00-05:00,2020,11,13,207.79253006723377,208.81055361106783,205.6796490784843,207.93658447265625,18621100,0.0,0.0
89,2020-11-16 00:00:00-05:00,2020,11,16,206.3614881256041,209.11785069637364,206.02535635667695,208.62803649902344,24953300,0.0,0.0
90,2020-11-17 00:00:00-05:00,2020,11,17,207.54280102913202,209.0602227298947,205.60278560591848,205.96774291992188,24154100,0.0,0.0
91,2020-11-18 00:00:00-05:00,2020,11,18,205.72702136115265,207.19065796477045,203.10788836222977,203.25233459472656,28372800,0.56,0.0
92,2020-11-19 00:00:00-05:00,2020,11,19,203.54117642474924,205.12998185111996,202.14493655516927,204.5426025390625,24792700,0.0,0.0
93,2020-11-20 00:00:00-05:00,2020,11,20,204.33076618227778,205.3803410647477,202.21235398389004,202.587890625,22843100,0.0,0.0
94,2020-11-23 00:00:00-05:00,2020,11,23,203.1271290016807,204.41743292643147,200.4405998035543,202.3182830810547,25683500,0.0,0.0
95,2020-11-24 00:00:00-05:00,2020,11,24,201.8175889891121,206.3047816996419,201.11466432534726,205.9292449951172,33979700,0.0,0.0
96,2020-11-25 00:00:00-05:00,2020,11,25,207.13287926496642,207.3061971073512,204.5811575214122,205.93885803222656,21012900,0.0,0.0
97,2020-11-27 00:00:00-05:00,2020,11,27,206.88253021746993,208.2498693180052,206.10255583344318,207.24842834472656,14512200,0.0,0.0
98,2020-11-30 00:00:00-05:00,2020,11,30,206.16031025318807,206.79582361196043,203.02119486061437,206.1314239501953,33064800,0.0,0.0
99,2020-12-01 00:00:00-05:00,2020,12,1,206.55510866026424,209.26091499887167,205.43813725180692,208.19207763671875,30904500,0.0,0.0
100,2020-12-02 00:00:00-05:00,2020,12,2,206.91135935519708,207.47947617162268,204.90849265496811,207.3831787109375,23724500,0.0,0.0
101,2020-12-03 00:00:00-05:00,2020,12,3,206.6514402975896,208.35580603635609,205.72703430741302,206.295166015625,25120900,0.0,0.0
102,2020-12-04 00:00:00-05:00,2020,12,4,206.27589789373448,207.39288414897732,205.27445687422906,206.41070556640625,24666000,0.0,0.0
103,2020-12-07 00:00:00-05:00,2020,12,7,206.42031202584383,207.54692205805162,205.09149784815247,206.34327697753906,24620000,0.0,0.0
104,2020-12-08 00:00:00-05:00,2020,12,8,206.03512389881018,208.90460927264132,204.99517292529603,207.9994659423828,23284100,0.0,0.0
105,2020-12-09 00:00:00-05:00,2020,12,9,207.18100061683145,207.24839709342632,203.3774855292624,203.9456024169922,32440600,0.0,0.0
106,2020-12-10 00:00:00-05:00,2020,12,10,203.9167493894469,205.1781671467647,202.55903414364354,202.71310424804688,26733300,0.0,0.0
107,2020-12-11 00:00:00-05:00,2020,12,11,202.26051866363272,205.40925825216428,201.35537522834764,205.35147094726562,30979400,0.0,0.0
108,2020-12-14 00:00:00-05:00,2020,12,14,205.1974082570739,208.1920776453613,204.9855655587694,206.25660705566406,28798400,0.0,0.0
109,2020-12-15 00:00:00-05:00,2020,12,15,207.19061983242744,207.43134881601668,204.3692831973686,206.18919372558594,27000600,0.0,0.0
110,2020-12-16 00:00:00-05:00,2020,12,16,206.7862304214941,211.94746125395747,206.75734411421567,211.1482391357422,35023300,0.0,0.0
111,2020-12-17 00:00:00-05:00,2020,12,17,211.71632926671745,212.69850766848936,209.83864606695616,211.28302001953125,32515800,0.0,0.0
112,2020-12-18 00:00:00-05:00,2020,12,18,210.48377990722656,211.54299325855985,208.0090937215557,210.48377990722656,63354900,0.0,0.0
113,2020-12-21 00:00:00-05:00,2020,12,21,209.4823594895829,215.6931641802954,209.2223680794521,214.33544921875,37181900,0.0,0.0
114,2020-12-22 00:00:00-05:00,2020,12,22,214.43179186870694,217.26276759594012,213.62294585890714,215.63543701171875,22612200,0.0,0.0
115,2020-12-23 00:00:00-05:00,2020,12,23,214.83619087921457,215.26950014371707,212.61185725422715,212.82369995117188,18699600,0.0,0.0
116,2020-12-24 00:00:00-05:00,2020,12,24,213.20886763421802,215.31765611091257,212.9970249301617,214.4895477294922,10550600,0.0,0.0
117,2020-12-28 00:00:00-05:00,2020,12,28,216.12651812611801,217.6479273443034,214.74955514031,216.61761474609375,17933500,0.0,0.0
118,2020-12-29 00:00:00-05:00,2020,12,29,217.91751805737886,218.75525027736376,215.2887614859926,215.83761596679688,17403200,0.0,0.0
119,2020-12-30 00:00:00-05:00,2020,12,30,216.8775680183136,217.26274323665223,213.25700912352386,213.45921325683594,20272300,0.0,0.0
120,2020-12-31 00:00:00-05:00,2020,12,31,213.47848272434652,214.73027651255782,211.53338821321609,214.17178344726562,20942100,0.0,0.0
121,2021-01-04 00:00:00-05:00,2021,1,4,214.27768184031174,214.73025350519663,206.84396964667044,209.61717224121094,37130100,0.0,0.0
122,2021-01-05 00:00:00-05:00,2021,1,5,209.20313130142958,210.41641490220238,207.70098464612286,209.81939697265625,23823000,0.0,0.0
123,2021-01-06 00:00:00-05:00,2021,1,6,204.30188646544542,208.46169064840845,204.0804198989151,204.37892150878906,35930700,0.0,0.0
124,2021-01-07 00:00:00-05:00,2021,1,7,206.102567878631,211.2060264517753,205.78481847645037,210.19496154785156,27694500,0.0,0.0
125,2021-01-08 00:00:00-05:00,2021,1,8,210.57048821815363,212.40003764583292,208.98168251129223,211.4756317138672,22956200,0.0,0.0
126,2021-01-11 00:00:00-05:00,2021,1,11,210.36824456255022,210.79192992294145,208.69276555362057,209.42459106445312,23031300,0.0,0.0
127,2021-01-12 00:00:00-05:00,2021,1,12,208.47131889954403,209.04907439029543,205.40925300018603,206.95953369140625,23249300,0.0,0.0
128,2021-01-13 00:00:00-05:00,2021,1,13,206.08331817720293,208.7216990201183,205.9966445572241,208.31727600097656,20087100,0.0,0.0
129,2021-01-14 00:00:00-05:00,2021,1,14,207.90320332267183,209.39572610602872,204.85076127426112,205.12037658691406,29480800,0.0,0.0
130,2021-01-15 00:00:00-05:00,2021,1,15,205.60186142550404,206.55513901499322,204.16711106582417,204.7641143798828,31746500,0.0,0.0
131,2021-01-19 00:00:00-05:00,2021,1,19,205.82328221244262,208.93349658518767,204.7448210611844,208.4135284423828,30480900,0.0,0.0
132,2021-01-20 00:00:00-05:00,2021,1,20,209.62683690044295,217.41682480407795,209.23203776396883,216.02059936523438,37777300,0.0,0.0
133,2021-01-21 00:00:00-05:00,2021,1,21,216.3672210917985,217.90789256064295,214.17177379910098,216.62721252441406,30709400,0.0,0.0
134,2021-01-22 00:00:00-05:00,2021,1,22,218.65897690601358,221.53810116533532,217.42644554585343,217.5708770751953,30172700,0.0,0.0
135,2021-01-25 00:00:00-05:00,2021,1,25,220.62329785785354,221.25882591143244,215.90501557798177,221.01809692382812,33152100,0.0,0.0
136,2021-01-26 00:00:00-05:00,2021,1,26,223.2617227009555,225.49568036427337,221.5477332554915,223.71429443359375,49169600,0.0,0.0
137,2021-01-27 00:00:00-05:00,2021,1,27,229.17401545429064,231.523532921582,221.60549486039383,224.2631378173828,69870600,0.0,0.0
138,2021-01-28 00:00:00-05:00,2021,1,28,226.87264547692646,233.6419439643718,226.37192502937796,230.06951904296875,49111200,0.0,0.0
139,2021-01-29 00:00:00-05:00,2021,1,29,227.2385520115361,229.19327031508718,222.7706223615719,223.35800170898438,42503100,0.0,0.0
140,2021-02-01 00:00:00-05:00,2021,2,1,226.34303639518623,233.5071339058897,223.81056257108708,230.7628173828125,33314200,0.0,0.0
141,2021-02-02 00:00:00-05:00,2021,2,2,232.35161847748856,233.32415828415557,229.83840729484163,230.62799072265625,25916300,0.0,0.0
142,2021-02-03 00:00:00-05:00,2021,2,3,230.68579162060908,236.00107732593798,230.38727532055444,233.98858642578125,27158100,0.0,0.0
143,2021-02-04 00:00:00-05:00,2021,2,4,233.6611977887063,234.21969082636647,231.45611194234698,233.03529357910156,25296100,0.0,0.0
144,2021-02-05 00:00:00-05:00,2021,2,5,233.2471632851658,234.2582281309034,231.50428749132757,233.21827697753906,18054800,0.0,0.0
145,2021-02-08 00:00:00-05:00,2021,2,8,234.13301678653715,234.64336108513822,231.879796899174,233.47824096679688,22211900,0.0,0.0
146,2021-02-09 00:00:00-05:00,2021,2,9,232.90052253614107,235.6833495984732,232.42870303009505,234.73007202148438,23565000,0.0,0.0
147,2021-02-10 00:00:00-05:00,2021,2,10,235.9144269891913,236.80030797228451,231.95684152422675,233.81527709960938,22186700,0.0,0.0
148,2021-02-11 00:00:00-05:00,2021,2,11,235.70254846711774,236.05882264179044,233.1700749952194,235.42330932617188,15751100,0.0,0.0
149,2021-02-12 00:00:00-05:00,2021,2,12,234.88406670889748,236.2032714733992,233.72857057597207,235.90476989746094,16561100,0.0,0.0
150,2021-02-16 00:00:00-05:00,2021,2,16,235.94332356948152,237.00253712416128,233.91157007309272,234.6626434326172,26728500,0.0,0.0
151,2021-02-17 00:00:00-05:00,2021,2,17,232.90607856108954,235.79181898578886,232.53932303148682,235.68565368652344,21653500,0.56,0.0
152,2021-02-18 00:00:00-05:00,2021,2,18,233.36934079625917,235.42506564401617,232.4621127262459,235.28994750976562,16925600,0.0,0.0
153,2021-02-19 00:00:00-05:00,2021,2,19,235.25133831806946,235.35750361366337,231.80580395569913,232.56826782226562,25262600,0.0,0.0
154,2021-02-22 00:00:00-05:00,2021,2,22,229.14206955928293,229.63428250537643,224.29709366399373,226.33352661132812,36446900,0.0,0.0
155,2021-02-23 00:00:00-05:00,2021,2,23,222.29925374576283,226.64235552974006,220.75503388741765,225.13674926757812,30228700,0.0,0.0
156,2021-02-24 00:00:00-05:00,2021,2,24,221.9904157335927,226.99946241478764,221.01563591612486,226.37213134765625,26339700,0.0,0.0
157,2021-02-25 00:00:00-05:00,2021,2,25,223.9882566459571,226.4107372101652,219.93469758471608,221.00599670410156,39542200,0.0,0.0
158,2021-02-26 00:00:00-05:00,2021,2,26,223.45740147107503,227.16351129635703,221.53678013146413,224.27777099609375,37819200,0.0,0.0
159,2021-03-01 00:00:00-05:00,2021,3,1,227.67505510194286,229.190322220639,225.02093718023963,228.67880249023438,25324000,0.0,0.0
160,2021-03-02 00:00:00-05:00,2021,3,2,228.74635509378146,229.02625214088684,225.3104811452354,225.71583557128906,22812500,0.0,0.0
161,2021-03-03 00:00:00-05:00,2021,3,3,224.0654449168302,225.43593301334528,219.3362809171999,219.62582397460938,34029500,0.0,0.0
162,2021-03-04 00:00:00-05:00,2021,3,4,218.8344135694477,224.38393217022352,216.44087146531615,218.8247528076172,44727800,0.0,0.0
163,2021-03-05 00:00:00-05:00,2021,3,5,221.5175138259382,225.1367655747364,218.5642067552026,223.52499389648438,41872800,0.0,0.0
164,2021-03-08 00:00:00-05:00,2021,3,8,223.30302070423056,225.23328846078326,219.2108624854744,219.4617919921875,35267400,0.0,0.0
165,2021-03-09 00:00:00-05:00,2021,3,9,224.7603831994635,227.17321790496518,223.59256472221995,225.62899780273438,33080500,0.0,0.0
166,2021-03-10 00:00:00-05:00,2021,3,10,228.73670546315466,228.73670546315466,223.94963544287995,224.31639099121094,29746800,0.0,0.0
167,2021-03-11 00:00:00-05:00,2021,3,11,226.76784403921818,230.83104908863842,226.14049823339934,228.8621826171875,29907600,0.0,0.0
168,2021-03-12 00:00:00-05:00,2021,3,12,225.85093547083036,227.59783986643797,225.0981323508544,227.5302734375,22653700,0.0,0.0
169,2021-03-15 00:00:00-04:00,2021,3,15,226.76784103788017,226.9898176853591,223.72766077324133,226.62306213378906,26034900,0.0,0.0
170,2021-03-16 00:00:00-04:00,2021,3,16,228.04177203290484,231.68997596199938,227.71363013440376,229.4219207763672,28092200,0.0,0.0
171,2021-03-17 00:00:00-04:00,2021,3,17,227.91634581988245,230.23267582514157,225.09815683124123,228.7753143310547,29562100,0.0,0.0
172,2021-03-18 00:00:00-04:00,2021,3,18,224.45151711937265,226.02468994660006,222.29927284060432,222.67567443847656,34833000,0.0,0.0
173,2021-03-19 00:00:00-04:00,2021,3,19,222.96524147234817,224.364682705661,221.35346959930237,222.318603515625,46430700,0.0,0.0
174,2021-03-22 00:00:00-04:00,2021,3,22,222.24136581989566,228.6401929449053,222.11589371244168,227.76193237304688,30127000,0.0,0.0
175,2021-03-23 00:00:00-04:00,2021,3,23,229.2096197683418,232.64549356474453,228.80426536023757,229.29647827148438,31638400,0.0,0.0
176,2021-03-24 00:00:00-04:00,2021,3,24,229.55709660364425,229.7018607932665,227.11530909352163,227.25042724609375,25620100,0.0,0.0
177,2021-03-25 00:00:00-04:00,2021,3,25,227.09595311398633,228.6787717271108,223.49600868614775,224.23915100097656,34061900,0.0,0.0
178,2021-03-26 00:00:00-04:00,2021,3,26,223.47673028476513,228.45682413692484,223.47673028476513,228.23483276367188,25479900,0.0,0.0
179,2021-03-29 00:00:00-04:00,2021,3,29,228.34099241678047,228.54367698586992,223.79522066068677,227.03807067871094,25227500,0.0,0.0
180,2021-03-30 00:00:00-04:00,2021,3,30,225.38769886994126,225.69654875990918,223.0424307659374,223.7662811279297,24792000,0.0,0.0
181,2021-03-31 00:00:00-04:00,2021,3,31,224.78933806497363,230.7635192059559,224.2874643182065,227.54962158203125,43623500,0.0,0.0
182,2021-04-01 00:00:00-04:00,2021,4,1,230.15545323053863,234.37308312806474,229.75009881096892,233.90017700195312,30338000,0.0,0.0
183,2021-04-05 00:00:00-04:00,2021,4,5,234.2958580748924,241.24483268507507,234.23795240760288,240.3858642578125,36910600,0.0,0.0
184,2021-04-06 00:00:00-04:00,2021,4,6,238.97681039219964,240.70439362829285,238.27226675447417,239.2180938720703,22931900,0.0,0.0
185,2021-04-07 00:00:00-04:00,2021,4,7,239.1698395403096,242.18105272337678,238.57146120951424,241.1869659423828,22719800,0.0,0.0
186,2021-04-08 00:00:00-04:00,2021,4,8,243.9568144768414,245.2790427436006,243.21365751095138,244.42007446289062,23625200,0.0,0.0
187,2021-04-09 00:00:00-04:00,2021,4,9,244.05337980246674,247.0646072789531,243.63837933645223,246.9294891357422,24326800,0.0,0.0
188,2021-04-12 00:00:00-04:00,2021,4,12,245.82922342921694,248.6860258030344,245.74235019955128,246.9873809814453,27148700,0.0,0.0
189,2021-04-13 00:00:00-04:00,2021,4,13,248.29030612769103,250.15300710764706,247.87527625025893,249.47740173339844,23837500,0.0,0.0
190,2021-04-14 00:00:00-04:00,2021,4,14,248.50262935753858,249.80553625655904,246.26351216164986,246.6785125732422,23070900,0.0,0.0
191,2021-04-15 00:00:00-04:00,2021,4,15,248.93694240815205,250.86720991853863,248.74393332924026,250.45220947265625,25627500,0.0,0.0
192,2021-04-16 00:00:00-04:00,2021,4,16,250.4232470797926,251.89990049073447,248.61845173903515,251.64895629882812,24878600,0.0,0.0
193,2021-04-19 00:00:00-04:00,2021,4,19,251.11817532705464,252.36320622338988,248.83081284664505,249.71871948242188,23209300,0.0,0.0
194,2021-04-20 00:00:00-04:00,2021,4,20,248.83077095596653,251.1277938131743,247.8849293519568,249.25543212890625,19722900,0.0,0.0
195,2021-04-21 00:00:00-04:00,2021,4,21,249.91179398462032,251.59111767693693,248.28071520966049,251.49459838867188,24030400,0.0,0.0
196,2021-04-22 00:00:00-04:00,2021,4,22,251.1374769798626,252.65274423012988,246.72682283583012,248.2034912109375,25606200,0.0,0.0
197,2021-04-23 00:00:00-04:00,2021,4,23,248.88867077943797,252.3921106472037,248.29992393613864,252.04464721679688,21462600,0.0,0.0
198,2021-04-26 00:00:00-04:00,2021,4,26,252.53685933229818,253.28966235625984,251.0988197046952,252.43067932128906,19763300,0.0,0.0
