,company_name,date_bourse,open_price,close_price,low_price,high_price,finnhubIndustry,mean_sell,mean_strongBuy,mean_strongSell,insider_sentiment,company_posit_dist_percet,company_negat_dist_percet,country_posit_dist_percet,country_negat_dist_percet,analyst_sentiment_distribution,analyst_price_target,volume_action,this_month_most_direction,last_month_most_direction,year_to_date_direction,one_year_rolling_period_most_direction,five_year_rolling_period_most_direction,this_month_trend,last_month_trend,year_to_date_trend,one_year_rolling_trend,five_year_rollingtrend,this_month_volume,last_month_volume,year_to_date_volume,one_year_rolling_volume,five_year_rolling_volume,analyst_recommendation_of_the_month,decision_pack,decision_label,decision_score
8,anf,2025-07-21,94.61000061035156,94.75,93.98999786376953,96.4000015258789,Retail,0.0,1.0,0.0,1,0.7777777777777778,0.2222222222222222,0.39,0.61,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 94.75, 'high': 141.0, 'low': 82.0, 'mean': 113.36889, 'median': 119.32}",647769,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Bearish,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.691, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.135, 'raison': '(82.0 - 94.75) / 94.75=-0.1345646437994723'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.488, 'raison': '(141.0 - 94.75) / 94.75=0.48812664907651715'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.259, 'raison': '(119.32 - 94.75) / 94.75=0.25931398416886536'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.197, 'raison': '(113.36889 - 94.75) / 94.75=0.19650543535620046'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': -0.5, 'raison': 'one_year_rolling_trend=Bearish'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0.5, 'raison': 'diff=0.56 ≥ 0.25'}, {'critere': 'Country news sentiment', 'score': 0, 'raison': 'diff=-0.22 neutre'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.691
9,anf,2025-07-22,95.81999969482422,96.1299972534,94.0,97.0,Retail,0.0,1.0,0.0,1,0.9,0.1,0.4,0.6,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 96.13, 'high': 141.0, 'low': 82.0, 'mean': 113.36889, 'median': 119.32}",1056657,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Bearish,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.76, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.147, 'raison': '(82.0 - 96.13) / 96.13=-0.1469884531363778'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.467, 'raison': '(141.0 - 96.13) / 96.13=0.46676375741183823'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.241, 'raison': '(119.32 - 96.13) / 96.13=0.24123582648496825'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.179, 'raison': '(113.36889 - 96.13) / 96.13=0.17932892957453447'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': -0.5, 'raison': 'one_year_rolling_trend=Bearish'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0.5, 'raison': 'diff=0.80 ≥ 0.25'}, {'critere': 'Country news sentiment', 'score': 0, 'raison': 'diff=-0.20 neutre'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.76
10,anf,2025-07-23,97.19000244140625,95.0599975586,93.66000366210938,97.26000213623047,Retail,0.0,1.0,0.0,1,0.8,0.2,0.4,0.6,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 95.06, 'high': 141.0, 'low': 82.0, 'mean': 113.36889, 'median': 119.32}",1410328,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Bearish,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.706, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.137, 'raison': '(82.0 - 95.06) / 95.06=-0.13738691352829793'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.483, 'raison': '(141.0 - 95.06) / 95.06=0.48327372185987794'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.255, 'raison': '(119.32 - 95.06) / 95.06=0.25520723753418884'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.193, 'raison': '(113.36889 - 95.06) / 95.06=0.1926035135703765'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': -0.5, 'raison': 'one_year_rolling_trend=Bearish'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0.5, 'raison': 'diff=0.60 ≥ 0.25'}, {'critere': 'Country news sentiment', 'score': 0, 'raison': 'diff=-0.20 neutre'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.706
12,anf,2025-07-25,94.30999755859375,92.3399963379,90.69000244140625,95.13999938964844,Retail,0.0,1.0,0.0,1,0.6,0.4,0.44,0.56,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 92.34, 'high': 141.0, 'low': 82.0, 'mean': 113.36889, 'median': 119.32}",1311800,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Stagnant,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.565, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.112, 'raison': '(82.0 - 92.34) / 92.34=-0.111977474550574'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.527, 'raison': '(141.0 - 92.34) / 92.34=0.5269655620532813'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.292, 'raison': '(119.32 - 92.34) / 92.34=0.29218106995884763'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.228, 'raison': '(113.36889 - 92.34) / 92.34=0.22773326835607527'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': 0, 'raison': 'one_year_rolling_trend=Stagnant'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0, 'raison': 'diff=0.20 neutre'}, {'critere': 'Country news sentiment', 'score': 0, 'raison': 'diff=-0.12 neutre'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.565
13,anf,2025-07-28,94.1999969482,97.6299972534,93.6750030518,98.7600021362,Retail,0.0,1.0,0.0,1,0.6,0.4,0.4,0.6,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 97.63, 'high': 141.0, 'low': 82.0, 'mean': 112.625, 'median': 115.0}",2002400,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Stagnant,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.884, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.16, 'raison': '(82.0 - 97.63) / 97.63=-0.16009423332991904'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.444, 'raison': '(141.0 - 97.63) / 97.63=0.44422820854245626'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.178, 'raison': '(115.0 - 97.63) / 97.63=0.17791662398852817'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.154, 'raison': '(112.625 - 97.63) / 97.63=0.15359008501485205'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': 0, 'raison': 'one_year_rolling_trend=Stagnant'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0, 'raison': 'diff=0.20 neutre'}, {'critere': 'Country news sentiment', 'score': 0, 'raison': 'diff=-0.20 neutre'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.884
14,anf,2025-07-29,99.8199996948,97.9639968872,96.5400009155,100.75,Retail,0.0,1.0,0.0,1,0.5714285714285714,0.42857142857142855,0.39,0.61,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 97.964, 'high': 151.0, 'low': 82.0, 'mean': 113.875, 'median': 115.0}",1815038,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Stagnant,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.785, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.163, 'raison': '(82.0 - 97.964) / 97.964=-0.16295782124045566'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.541, 'raison': '(151.0 - 97.964) / 97.964=0.541382548691356'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.174, 'raison': '(115.0 - 97.964) / 97.964=0.1739006165530195'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.162, 'raison': '(113.875 - 97.964) / 97.964=0.16241680617369647'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': 0, 'raison': 'one_year_rolling_trend=Stagnant'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0, 'raison': 'diff=0.14 neutre'}, {'critere': 'Country news sentiment', 'score': 0, 'raison': 'diff=-0.22 neutre'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.785
15,anf,2025-07-30,98.5100021362,99.6449966431,95.8600006104,100.0199966431,Retail,0.0,1.0,0.0,1,0.5454545454545454,0.45454545454545453,0.31,0.69,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 99.645, 'high': 151.0, 'low': 82.0, 'mean': 113.875, 'median': 115.0}",977283,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Stagnant,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -2.365, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.177, 'raison': '(82.0 - 99.645) / 99.645=-0.17707862913342362'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.515, 'raison': '(151.0 - 99.645) / 99.645=0.5153795975713784'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.154, 'raison': '(115.0 - 99.645) / 99.645=0.15409704450800346'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.143, 'raison': '(113.875 - 99.645) / 99.645=0.142806964724773'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': 0, 'raison': 'one_year_rolling_trend=Stagnant'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0, 'raison': 'diff=0.09 neutre'}, {'critere': 'Country news sentiment', 'score': -0.5, 'raison': 'diff=-0.38 ≤ -0.25'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-2.365
16,anf,2025-07-31,96.3300018311,95.7750015259,95.7300033569,97.8899993896,Retail,0.0,1.0,0.0,1,0.6521739130434783,0.34782608695652173,0.35,0.65,"{'mean_sentiment': '0.75', 'positif': '75.00', 'negatifs': '25.00'}","{'current': 95.775, 'high': 151.0, 'low': 82.0, 'mean': 113.875, 'median': 115.0}",775646,Up,Up,Down,Down,Up,Bullish,Bullish,Bearish,Stagnant,Stagnant,Very bearish,Very bearish,Very bearish,Very bearish,Very bullish,hold,"{'decision': 'sell', 'score_total': -1.677, 'details': [{'critere': 'Analyst recommendation', 'score': 0, 'raison': 'Reco du mois = hold'}, {'critere': 'StrongBuy distribution', 'score': 1.0, 'raison': 'mean_strongBuy=1.0'}, {'critere': 'StrongSell distribution', 'score': -0.0, 'raison': 'mean_strongSell=-0.0'}, {'critere': 'Gap between actual price and the LOW analyst price target', 'score': -0.144, 'raison': '(82.0 - 95.775) / 95.775=-0.1438266771078048'}, {'critere': 'Gap between actual price and the HIGH analyst price target', 'score': 0.577, 'raison': '(151.0 - 95.775) / 95.775=0.5766118506917253'}, {'critere': 'Gap between actual price and the MEDIAN analyst price target', 'score': 0.201, 'raison': '(115.0 - 95.775) / 95.775=0.20073087966588352'}, {'critere': 'Gap between actual price and the MEAN analyst price target', 'score': 0.189, 'raison': '(113.875 - 95.775) / 95.775=0.18898459932132594'}, {'critere': 'Price Trend (this month)', 'score': 0.5, 'raison': 'this_month_trend=Bullish'}, {'critere': 'Price Trend (last month)', 'score': 0.5, 'raison': 'last_month_trend=Bullish'}, {'critere': 'Price Trend (YTD)', 'score': -0.5, 'raison': 'year_to_date_trend=Bearish'}, {'critere': 'Price Trend (1Y rolling)', 'score': 0, 'raison': 'one_year_rolling_trend=Stagnant'}, {'critere': 'Price Trend (5Y rolling)', 'score': 0, 'raison': 'five_year_rollingtrend=Stagnant'}, {'critere': 'Volume Trend (this month)', 'score': -2, 'raison': 'this_month_volume=Very bearish'}, {'critere': 'Volume Trend (last month)', 'score': -2, 'raison': 'last_month_volume=Very bearish'}, {'critere': 'Volume Trend (YTD)', 'score': -2, 'raison': 'year_to_date_volume=Very bearish'}, {'critere': 'Volume Trend (1Y rolling)', 'score': -2, 'raison': 'one_year_rolling_volume=Very bearish'}, {'critere': 'Volume Trend (5Y rolling)', 'score': 2, 'raison': 'five_year_rolling_volume=Very bullish'}, {'critere': 'Most slope direction (this month)', 'score': 1, 'raison': 'this_month_most_direction=Up'}, {'critere': 'Most slope direction (last month)', 'score': 1, 'raison': 'last_month_most_direction=Up'}, {'critere': 'Most slope direction (YTD)', 'score': -1, 'raison': 'year_to_date_direction=Down'}, {'critere': 'Most slope direction (1Y rolling)', 'score': -1, 'raison': 'one_year_rolling_period_most_direction=Down'}, {'critere': 'Most slope direction (5Y rolling)', 'score': 1, 'raison': 'five_year_rolling_period_most_direction=Up'}, {'critere': 'Company news sentiment', 'score': 0.5, 'raison': 'diff=0.30 ≥ 0.25'}, {'critere': 'Country news sentiment', 'score': -0.5, 'raison': 'diff=-0.30 ≤ -0.25'}, {'critere': 'Insider sentiment', 'score': 1, 'raison': 'insider_sentiment=1'}]}",sell,-1.677
